uid,name,organization_id,organization_id_source
https://ror.org/02ymw8z06,University of Missouri,https://ror.org/02ymw8z06,ROR
8704,College of Wooster,8704,RINGGOLD
3341,University of Arkansas Fayetteville,3341,RINGGOLD
246565,CNRS Délégation Ile-de-France Sud,246565,RINGGOLD
cd66e60c,Ecole Polytechnique,cd66e60c,sha256
14295,University of East Anglia School of Chemistry,14295,RINGGOLD
112169,Hellenic Center for Marine Research,112169,RINGGOLD
http://dx.doi.org/10.13039/501100003448,General Secretariat for Research and Technology,http://dx.doi.org/10.13039/501100003448,FUNDREF
37795,University of Patras,37795,RINGGOLD
15b7f004,Chalmers University of Technology,15b7f004,sha256
98891,Rheinisch Westfälische Technische Hochschule Aachen RWTH Aachen Fakultät für Mathematik Informatik und Naturwissenschaften,98891,RINGGOLD
cf2e6359,National and Kapodestrian University of Athens,cf2e6359,sha256
6305,Universitetet i Oslo,6305,RINGGOLD
33a53aa5,St. Cloud State University,33a53aa5,sha256
4627fafe,Duke University / HHMI,4627fafe,sha256
85ac8cd5,Universidad de Granada,85ac8cd5,sha256
grid.267313.2,The University of Texas Southwestern Medical Center,grid.267313.2,GRID
grid.18763.3b,Moscow Institute of Physics and Technology,grid.18763.3b,GRID
3bb9143e,Purdue University,3bb9143e,sha256
https://ror.org/03e1ymy32,Sorbonne University Abu Dhabi,https://ror.org/03e1ymy32,ROR
2518,Cincinnati Children's Hospital Medical Center,2518,RINGGOLD
8191,University of South Dakota,8191,RINGGOLD
12390,Wuhan University School of Medicine,12390,RINGGOLD
12323,University of South Dakota Sanford School of Medicine,12323,RINGGOLD
212638,University of South Dakota Sanford School of Medicine - Vermillion,212638,RINGGOLD
36841,Wuhan University School of Basic Medical Sciences,36841,RINGGOLD
c192922a,Plaksha University,c192922a,sha256
35040,National Institute of Child Health and Human Development,35040,RINGGOLD
29146,Tata Institute of Fundamental Research,29146,RINGGOLD
42428,IBM Global Services India Pvt Ltd,42428,RINGGOLD
0386721f,Columbia University,0386721f,sha256
155354,Columbia University Graduate School of Arts and Sciences,155354,RINGGOLD
116460,Columbia University Fu Foundation School of Engineering and Applied Science,116460,RINGGOLD
215898,Janssen Research and Development Spring House,215898,RINGGOLD
http://dx.doi.org/10.13039/100004352,DuPont,http://dx.doi.org/10.13039/100004352,FUNDREF
61864,Charles Stark Draper Laboratory Inc,61864,RINGGOLD
25820,Columbia University Business School,25820,RINGGOLD
104c9bb2,Columbia Technology Ventures,104c9bb2,sha256
28325,Max-Planck-Institut für Intelligente Systeme,28325,RINGGOLD
45260fef,Nencki Institute of Experimental Biology PAS,45260fef,sha256
grid.1035.7,Warsaw University of Technology,grid.1035.7,GRID
f1e91b35,Gemius S.A.,f1e91b35,sha256
8a010288,Institute of General and Experimental Biology,8a010288,sha256
grid.469643.a,Nencki Institute of Experimental Biology,grid.469643.a,GRID
a3ae6863,A.I. Virtanen Institute,a3ae6863,sha256
grid.7489.2,Ben-Gurion University of the Negev,grid.7489.2,GRID
https://ror.org/03qxff017,Hebrew University of Jerusalem,https://ror.org/03qxff017,ROR
9180,Universität Leipzig,9180,RINGGOLD
https://ror.org/032q5ym94,Athinoula A. Martinos Center for Biomedical Imaging,https://ror.org/032q5ym94,ROR
236858,National Research Institution Higher School of Economics,236858,RINGGOLD
12869,Keio University,12869,RINGGOLD
http://dx.doi.org/10.13039/501100001697,Keio University School of Medicne,http://dx.doi.org/10.13039/501100001697,FUNDREF
20100,Providence VA Medical Center,20100,RINGGOLD
171665,University of Pittsburgh Department of Neuroscience,171665,RINGGOLD
4c99a1c6,Oxford University,4c99a1c6,sha256
1687,Lehigh University,1687,RINGGOLD
9ec6f75f,Osmo,9ec6f75f,sha256
grid.259029.5,Lehigh University,grid.259029.5,GRID
5982,University of Newcastle,5982,RINGGOLD
adee38e2,City University of Hong Kong,adee38e2,sha256
53025,City University of Hong Kong,53025,RINGGOLD
009d49ac,Nanyang Technological University,009d49ac,sha256
47854,Nanjing University of Aeronautics and Astronautics,47854,RINGGOLD
12633,Beihang University,12633,RINGGOLD
54761,Nanyang Technological University,54761,RINGGOLD
28403,Leibniz Institute for Plant Biochemistry (IPB),28403,RINGGOLD
f9bcd71a,Keio University,f9bcd71a,sha256
a2539181,Martin-Luther-Universität Halle-Wittenberg,a2539181,sha256
bb32e139,Max Planck Institute for Molecular Genetics,bb32e139,sha256
https://ror.org/05gqaka33,Martin Luther University Halle-Wittenberg,https://ror.org/05gqaka33,ROR
266800,Eberhard Karls Universitat Tubingen Zentrum fur Bioinformatik Tubingen,266800,RINGGOLD
2720,The University of Western Australia,2720,RINGGOLD
ab87a09d,University of Western Australia,ab87a09d,sha256
3783,Swinburne University of Technology,3783,RINGGOLD
12277,Duke University School of Medicine,12277,RINGGOLD
91528eb9,Menninger,91528eb9,sha256
12281,University of North Dakota School of Medicine and Health Sciences,12281,RINGGOLD
3579,University of North Dakota,3579,RINGGOLD
25802,Johns Hopkins University Bloomberg School of Public Health,25802,RINGGOLD
https://ror.org/00q6h8f30,Amsterdam UMC Location VUmc,https://ror.org/00q6h8f30,ROR
224925,Università degli Studi di Bologna Dipartimento di Fisica e Astronomia,224925,RINGGOLD
0db43ae2,CNRS,0db43ae2,sha256
cf4b8f79,HHMI Janelia Research Center,cf4b8f79,sha256
b08a5eab,Lawrence Berkeley National Lab,b08a5eab,sha256
1e9c512a,Ecole Normale Superieure de Cachan,1e9c512a,sha256
c7921f80,Lebanese ,c7921f80,sha256
76aba9c7,Institut Curie - CNRS,76aba9c7,sha256
90221,Ecole Normale Supérieure Département de Biologie,90221,RINGGOLD
http://dx.doi.org/10.13039/100007319,"Albert Einstein College of Medicine, Yeshiva University",http://dx.doi.org/10.13039/100007319,FUNDREF
422299,Hospital de São Sebastião,422299,RINGGOLD
26705,Universidade do Porto Faculdade de Medicina,26705,RINGGOLD
89239,Universidade do Porto Instituto de Ciências Biomédicas Abel Salazar,89239,RINGGOLD
https://ror.org/00d2ka202,Centro Hospitalar de Entre o Douro e Vouga E.P.E.,https://ror.org/00d2ka202,ROR
12496,Beijing University of Technology,12496,RINGGOLD
12379,Capital Normal University,12379,RINGGOLD
grid.20513.35,Beijing Normal University,grid.20513.35,GRID
74519,University of the Chinese Academy of Sciences,74519,RINGGOLD
3968,Michigan Technological University,3968,RINGGOLD
grid.466400.0,University of Paris-Est,grid.466400.0,GRID
61796,Université de Carthage,61796,RINGGOLD
grid.11417.32,University of Toulouse,grid.11417.32,GRID
e1299d6d,University of Saarland,e1299d6d,sha256
024c82be,Saarland University Medical Center and Saarland University Faculty of Medicine,024c82be,sha256
051324f0,University of Ulm,051324f0,sha256
37637,Semmelweis Egyetem,37637,RINGGOLD
186100,Univerzitet u Novom Sadu - Medicinski Fakultet,186100,RINGGOLD
12284,University of Nebraska Medical Center,12284,RINGGOLD
37443,Szegedi Tudomanyegyetem Altalanos Orvostudomanyi Kar,37443,RINGGOLD
d8024468,University Hospital of Bonn,d8024468,sha256
aaa15325,University of Bonn,aaa15325,sha256
f3740c28,VU University Amsterdam,f3740c28,sha256
56362,QIMR Berghofer Medical Research Institute,56362,RINGGOLD
26552,Ernst-Moritz-Arndt Universität Greifswald,26552,RINGGOLD
5b26be80,"Bethanian Hospital for Psychiatry, Psychosomatics, and Psychotherapy ",5b26be80,sha256
27188,Zentralinstitut für Seelische Gesundheit/Universität Heidelberg,27188,RINGGOLD
367281,Karolinska Institutet-Huddinge Campus,367281,RINGGOLD
de19de7d,Zentralinstitut für Molekularbiologie,de19de7d,sha256
grid.7839.5,Goethe University Frankfurt,grid.7839.5,GRID
7982,Samuel Lunenfeld Research Institute of the Mount Sinai Hospital,7982,RINGGOLD
grid.429509.3,Max Planck Institute of Immunobiology and Epigenetics,grid.429509.3,GRID
378588,DZNE - German Research Center for Neurodegenerative Diseases,378588,RINGGOLD
9150,Helmholtz Zentrum München Deutsches Forschungszentrum für Umwelt und Gesundheit,9150,RINGGOLD
deec06fa,State examination and approbation,deec06fa,sha256
9115d7fa,Friedrich-Schiller-Gymnasium,9115d7fa,sha256
764c7e87,"Charité - Universitätsmedizin Berlin, Campus Mitte",764c7e87,sha256
ddc07ff6,Universität Heidelberg,ddc07ff6,sha256
http://dx.doi.org/10.13039/501100001661,Universität Heidelberg,http://dx.doi.org/10.13039/501100001661,FUNDREF
grid.413757.3,Central Institute of Mental Health,grid.413757.3,GRID
8804b5b7,The National Institute of Mental Health,8804b5b7,sha256
dfa11a4e,University Clinic Rudolf Virchow,dfa11a4e,sha256
8898f6ee,Neurological University Clinic of the Ruhr-Universität Bochum,8898f6ee,sha256
84f917e5,Physiotherapists School of the St. Josef's Hospital,84f917e5,sha256
grid.10253.35,Philipp University of Marburg,grid.10253.35,GRID
grid.15090.3d,University Hospital Bonn,grid.15090.3d,GRID
grid.411088.4,University Hospital Frankfurt,grid.411088.4,GRID
27197,Universitätsklinikum Ulm,27197,RINGGOLD
grid.10423.34,Hannover Medical School,grid.10423.34,GRID
14884,Alexianer Krankenhaus,14884,RINGGOLD
0c616a64,Technical University Braunschweig,0c616a64,sha256
grid.14778.3d,Düsseldorf University Hospital,grid.14778.3d,GRID
9169,Technische Universität Dresden,9169,RINGGOLD
dd19de9b,Technische Universität Dresden,dd19de9b,sha256
12530,Sichuan University,12530,RINGGOLD
grid.507732.4,"Center for Excellence in Brain Science and Intelligence Technology, CAS",grid.507732.4,GRID
d16a2f96,GRO Biosciences,d16a2f96,sha256
grid.413575.1,Howard Hughes Medical Institute,grid.413575.1,GRID
61462,University of Cambridge Trinity Hall,61462,RINGGOLD
5330,Marlborough College,5330,RINGGOLD
149729,Saint Albans School for Boys,149729,RINGGOLD
5072,Wellcome Trust,5072,RINGGOLD
4941,Medical Research Council,4941,RINGGOLD
877a9cc1,University of St Andrews,877a9cc1,sha256
4926,British Museum,4926,RINGGOLD
413337,BBC London,413337,RINGGOLD
151271,Durham University Faculty of Science,151271,RINGGOLD
229940,Georg-August-Universität Göttingen Fakultät für Physik,229940,RINGGOLD
b9068969,Georg-August University,b9068969,sha256
bf85d267,University of Oregon,bf85d267,sha256
16751,Universidad de Murcia,16751,RINGGOLD
16753,Universidad Miguel Hernández de Elche,16753,RINGGOLD
4978574b, Universidad Miguel Hernández de Elche ,4978574b,sha256
16769,Universidad Politécnica de Cartagena,16769,RINGGOLD
16721,Universidad de Almería,16721,RINGGOLD
ccd341d4,"Miami Project to Cure Paralysis, University of Miami",ccd341d4,sha256
7e81bc47,ETH Zürich,7e81bc47,sha256
1969,Queensland University of Technology,1969,RINGGOLD
3768fce1,SynSense,3768fce1,sha256
2fffcdbf,DataCross,2fffcdbf,sha256
https://ror.org/039ygjf22,Jikei University School of Medicine,https://ror.org/039ygjf22,ROR
58880,Technion Israel Institute of Technology The Ruth and Bruce Rappaport Faculty of Medicine,58880,RINGGOLD
grid.10328.38,University of Minho,grid.10328.38,GRID
641546,Associação Centro de Medicina P5,641546,RINGGOLD
https://ror.org/05tb15k40,Clinical Academic Center of Braga,https://ror.org/05tb15k40,ROR
dfb9ee3f,Max-Planck-Institute for Brain Research,dfb9ee3f,sha256
0fccac14,CONICET (National Council of Science and Technology) & INECO (Institute of Cognitive Neurology),0fccac14,sha256
grid.8217.c,Trinity College Dublin,grid.8217.c,GRID
7f142197,Latin American Brain Health Institute (BrainLat),7f142197,sha256
a7f930aa,Predictive Brain Health Modelling Group,a7f930aa,sha256
28034,Universidad Adolfo Ibáñez,28034,RINGGOLD
e7108fe0,"Cognitive Neuroscience Center, San Andres University",e7108fe0,sha256
d0c3d963,San Andres University,d0c3d963,sha256
007b2ea8,Insititute of Cognitive Neurology (INECO),007b2ea8,sha256
11240,Universidad Diego Portales,11240,RINGGOLD
131674,Universidade do Porto Faculdade de Ciências,131674,RINGGOLD
28121,Universidade Federal do Ceará Centro de Tecnologia,28121,RINGGOLD
112048,Universidade do Porto Faculdade de Engenharia,112048,RINGGOLD
37829,Universidade de Coimbra,37829,RINGGOLD
112150,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento em Lisboa,112150,RINGGOLD
59206,Instituto Politécnico de Lisboa,59206,RINGGOLD
97266b38,INECO-INCYT,97266b38,sha256
112151,Instituto Politécnico de Lisboa Instituto Superior de Engenharia de Lisboa,112151,RINGGOLD
0d6cc004,Lógica E.M. S.A.,0d6cc004,sha256
70987,Universidade da Beira Interior Faculdade de Ciências da Saúde,70987,RINGGOLD
56056,Universidade da Beira Interior,56056,RINGGOLD
466967,Unidade Local de Saúde de Castelo Branco EPE,466967,RINGGOLD
16473,Hospital Universitario 12 de Octubre,16473,RINGGOLD
51324152,Harvard University,51324152,sha256
https://ror.org/028pmsz77,James Madison University,https://ror.org/028pmsz77,ROR
ebd9261f,James Madison University,ebd9261f,sha256
c4f02e58,Nencki Institute,c4f02e58,sha256
51d5ef27,Medical University,51d5ef27,sha256
grid.116068.8,Massachusetts Institute of Technology,grid.116068.8,GRID
b93447ef,"University of California, Santa Cruz",b93447ef,sha256
ccdeb7b2,Johns Hopkins University,ccdeb7b2,sha256
12301,Stony Brook University,12301,RINGGOLD
340008,Mitsubishi Electric Research Laboratories,340008,RINGGOLD
grid.31501.36,Seoul National University,grid.31501.36,GRID
https://ror.org/02eva5865,Zuse Institute Berlin,https://ror.org/02eva5865,ROR
e7c27877,Duke University,e7c27877,sha256
2029,Syracuse University,2029,RINGGOLD
http://dx.doi.org/10.13039/100009790,University at Albany,http://dx.doi.org/10.13039/100009790,FUNDREF
1810,Tufts University,1810,RINGGOLD
12261,Tufts University School of Medicine,12261,RINGGOLD
grid.415593.f,Shaare Zedek Medical Center,grid.415593.f,GRID
3286,University of Exeter,3286,RINGGOLD
166217,University of Liberal Arts Bangladesh,166217,RINGGOLD
https://ror.org/012br3z79,University of Liberal Arts Bangladesh,https://ror.org/012br3z79,ROR
https://ror.org/008n7pv89,University of Plymouth,https://ror.org/008n7pv89,ROR
47c57fb5,City Science,47c57fb5,sha256
ada26878,MLE Pyrotechnics,ada26878,sha256
f7bc9a3d,Lo-Q plc (now Accesso Technology Group),f7bc9a3d,sha256
a551f75c,Cytion SA,a551f75c,sha256
236433,Columbia University Columbia College,236433,RINGGOLD
https://ror.org/02k7v4d05,University of Bern,https://ror.org/02k7v4d05,ROR
2546,Case Western Reserve University,2546,RINGGOLD
e7144cb0,Hôpital de Zone de Payerne,e7144cb0,sha256
f1eab214,Hôpital du District de la Glâne,f1eab214,sha256
44200f9e,University of Lincoln,44200f9e,sha256
12359,University of Manitoba College of Medicine,12359,RINGGOLD
https://ror.org/042nb2s44,Massachusetts Institute of Technology,https://ror.org/042nb2s44,ROR
2cfed682,National University of Singapore,2cfed682,sha256
7b4427c4,UCSD,7b4427c4,sha256
grid.89336.37,The University of Texas at Austin,grid.89336.37,GRID
https://ror.org/02smfhw86,Virginia Tech,https://ror.org/02smfhw86,ROR
4257,Queen's University,4257,RINGGOLD
3042,University of Dundee,3042,RINGGOLD
27083,Université de Strasbourg,27083,RINGGOLD
http://dx.doi.org/10.13039/501100002661,Fonds De La Recherche Scientifique - FNRS,http://dx.doi.org/10.13039/501100002661,FUNDREF
414468,University of Leeds School of Biomedical Sciences,414468,RINGGOLD
4f1219c2,Hebrew University of Jerusalem ,4f1219c2,sha256
https://ror.org/049s0rh22,Dartmouth College,https://ror.org/049s0rh22,ROR
1142,Grand Valley State University,1142,RINGGOLD
610d2d22,Ball State University,610d2d22,sha256
79621155,University of Michigan,79621155,sha256
fbc068df,Duke University Medical Center,fbc068df,sha256
5e48e99c,Novartis,5e48e99c,sha256
grid.66859.34,Broad Institute,grid.66859.34,GRID
a0dab7ef,Bar-Ilan University ,a0dab7ef,sha256
grid.11220.30,Boğaziçi University,grid.11220.30,GRID
grid.464712.2,Üsküdar University ,grid.464712.2,GRID
206540,Boğaziçi Üniversitesi Biomedikal Mühendisliği Enstitüsü,206540,RINGGOLD
grid.419514.c,Max Planck Institute for Dynamics and Self Organization,grid.419514.c,GRID
a95eee56,"CNRS Délégation Paris B: Paris, Île-de-France, FR ",a95eee56,sha256
grid.7727.5,University of Regensburg,grid.7727.5,GRID
d29dee0a,IRCCS Humanitas Research Hospital,d29dee0a,sha256
864e9b17,Université Libre de Bruxelles (ULB),864e9b17,sha256
http://dx.doi.org/10.13039/501100008367,Université Libre de Bruxelles,http://dx.doi.org/10.13039/501100008367,FUNDREF
grid.8534.a,University of Fribourg/Freiburg  CH,grid.8534.a,GRID
7315,The University of Sheffield,7315,RINGGOLD
35a7216a,Brandeis University,35a7216a,sha256
0ccc58e9,"Howard Hughes Medical Institute, Duke University",0ccc58e9,sha256
105623,Pfizer Global Research and Development,105623,RINGGOLD
1cd623f1,Mt. Sinai School of Medicine,1cd623f1,sha256
1514,Jackson Laboratory,1514,RINGGOLD
146186,Tufts University - Boston Campus,146186,RINGGOLD
http://dx.doi.org/10.13039/100005292,Brigham and Women's Hospital,http://dx.doi.org/10.13039/100005292,FUNDREF
563959,AMPEL BioSolutions LLC,563959,RINGGOLD
grid.137628.9,New York University,grid.137628.9,GRID
d587f367,Max Planck Florida Institute,d587f367,sha256
https://ror.org/03wmf1y16,University of Colorado Anschutz Medical Campus,https://ror.org/03wmf1y16,ROR
http://dx.doi.org/10.13039/501100000769,Oxford University,http://dx.doi.org/10.13039/501100000769,FUNDREF
https://ror.org/02e4qbj88,National Defense Medical College,https://ror.org/02e4qbj88,ROR
grid.415086.e,Kawasaki Medical School,grid.415086.e,GRID
https://ror.org/01y3hvq34,Shanghai Institute of Organic Chemistry,https://ror.org/01y3hvq34,ROR
12348,University of Utah School of Medicine,12348,RINGGOLD
2927,University of Denver,2927,RINGGOLD
206947,Institut de Biologie de l'Ecole Normale Supérieure,206947,RINGGOLD
https://ror.org/05d538656,IRCCS Humanitas Research Hospital,https://ror.org/05d538656,ROR
8c196e55,"Université Paris 6, Ecole Normale Supérieure",8c196e55,sha256
8b7bf88b,University Paris 6,8b7bf88b,sha256
378447a3,"INSERM, Ecole Normale Supérieure",378447a3,sha256
c1e8255e,"SRKREC, Andhra University.",c1e8255e,sha256
cc5b64be,Rose Lab,cc5b64be,sha256
006a5a20,Olivera Lab,006a5a20,sha256
349833,Sorbonne Universités,349833,RINGGOLD
ced7f1e7,Universidad de Chile,ced7f1e7,sha256
14879,Universitätsklinikum Freiburg,14879,RINGGOLD
72179,Universitätsklinikum Freiburg Medizinische Universitätsklinik,72179,RINGGOLD
http://dx.doi.org/10.13039/501100005853,Universidad de Chile,http://dx.doi.org/10.13039/501100005853,FUNDREF
bc6fc762,Technical University of Munich,bc6fc762,sha256
ecb6dfdd,University of Freiburg ,ecb6dfdd,sha256
c9d5dd26,University of Aberdeen ,c9d5dd26,sha256
https://ror.org/04szwah67,Allen Institute for Neural Dynamics,https://ror.org/04szwah67,ROR
grid.412632.0,Renmin Hospital of Wuhan University,grid.412632.0,GRID
20122,VA Salt Lake City Health Care System,20122,RINGGOLD
grid.440160.7,Central Hospital of Wuhan,grid.440160.7,GRID
28196,Universidad de Buenos Aires,28196,RINGGOLD
grid.420085.b,National Institute On Alcohol Abuse and Alcoholism,grid.420085.b,GRID
grid.414179.e,Duke Medical Center,grid.414179.e,GRID
164135,Semmelweis Egyetem Általános Orvostudományi Kar,164135,RINGGOLD
bf424b6d,BrainVisionCenter,bf424b6d,sha256
8d4b1a3d,"Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences",8d4b1a3d,sha256
12655,East China Normal University,12655,RINGGOLD
9bf9b55e,Weizmann Institute of Science,9bf9b55e,sha256
12287,Rutgers Robert Wood Johnson Medical School,12287,RINGGOLD
53f1fe92,HHMI/Janelia Research Campus,53f1fe92,sha256
http://dx.doi.org/10.13039/501100005722,Ludwig-Maximilians-Universität München,http://dx.doi.org/10.13039/501100005722,FUNDREF
https://ror.org/00krab219,Nippon Medical School,https://ror.org/00krab219,ROR
grid.419280.6,National Center of Neurology and Psychiatry,grid.419280.6,GRID
6184d7b1,Eötvös Loránd University,6184d7b1,sha256
47797,Central European University,47797,RINGGOLD
4c48b897,Central European University,4c48b897,sha256
6b2f3b44,Collegium Budapest Institute for Advanced Study,6b2f3b44,sha256
https://ror.org/02bfwt286,Monash University,https://ror.org/02bfwt286,ROR
https://ror.org/016xsfp80,Radboud University Nijmegen,https://ror.org/016xsfp80,ROR
8125,Universiteit Utrecht,8125,RINGGOLD
28312,Max-Planck-Institut für Neurobiologie,28312,RINGGOLD
http://dx.doi.org/10.13039/100008572,University of Ottawa,http://dx.doi.org/10.13039/100008572,FUNDREF
98910,Carl von Ossietzky Universität Fakultät Mathematik und Naturwissenschaften,98910,RINGGOLD
grid.418928.e,European Neuroscience Institute Göttingen,grid.418928.e,GRID
5d4c9d1b,Instituto Cajal - CSIC,5d4c9d1b,sha256
38808,Instituto de Neurobiología Ramón y Cajal,38808,RINGGOLD
92f7fb8c,University of Belgrade Center for Multidisciplinary Studies,92f7fb8c,sha256
71c53f04,University of Belgrade School of Medicine,71c53f04,sha256
12227,University of Connecticut School of Medicine,12227,RINGGOLD
b76f711c,"Clinical Hospital Center ""Dedinje""",b76f711c,sha256
322380,University of Hertfordshire School of Computer Science,322380,RINGGOLD
406fdc42,Charite Universitatsmedizin Berlin Neurocure Cluster of Excellence,406fdc42,sha256
623e68bb,University of Crete,623e68bb,sha256
3146,Alberta Health Services,3146,RINGGOLD
a6c878a6,GlaxoSmithKline,a6c878a6,sha256
57444,Oxford PharmaGenesis Ltd,57444,RINGGOLD
75ba14de,Innophore GmbH,75ba14de,sha256
grid.410413.3,Graz University of Technology,grid.410413.3,GRID
27253,Technische Universität Graz,27253,RINGGOLD
f05e9ea6,Stony Brook University,f05e9ea6,sha256
4915,University of London Saint George's,4915,RINGGOLD
763bafce,Pécs University Medical School,763bafce,sha256
482f349a,Institute of Science and Technology Austria,482f349a,sha256
grid.414703.5,Max Planck Institute for Medical Research,grid.414703.5,GRID
339603,MRC Laboratory of Molecular Biology Neurobiology Division,339603,RINGGOLD
382985,Semmelweis Egyetem Doktori Iskola,382985,RINGGOLD
4b179f85,"Institute of Experimental Medicine, Hungarian Academy of Sciences",4b179f85,sha256
4440,Universite Laval,4440,RINGGOLD
ebe640ae,Charite Universitätsmedizin Berlin,ebe640ae,sha256
6fecdae6,"Istanbul University, Istanbul School of Medicine",6fecdae6,sha256
311358,New York University Center for Neural Science,311358,RINGGOLD
60236,Universita degli Studi di Modena e Reggio Emilia Facolta di Medicina e Chirurgia,60236,RINGGOLD
27280,Medizinische Universitat Innsbruck,27280,RINGGOLD
4d6cc149,GlaxoWellcome Medicines Research Centre,4d6cc149,sha256
grid.5018.c,Hungarian Academy of Sciences,grid.5018.c,GRID
75aeaed6,Albert Szent-Györgyi University of Medical Sciences,75aeaed6,sha256
e805a4c9,"State University of New York, Health Science Center, Syracuse",e805a4c9,sha256
113031,Universidad de la Habana,113031,RINGGOLD
https://ror.org/02309jg23,IT University of Copenhagen,https://ror.org/02309jg23,ROR
http://dx.doi.org/10.13039/501100000735,University of Cambridge,http://dx.doi.org/10.13039/501100000735,FUNDREF
7edaaa95,"University of Zurich, ETH Zurich",7edaaa95,sha256
fc90af55,Helbling Technik Bern,fc90af55,sha256
1cfbee2b,Trinity College Dublin,1cfbee2b,sha256
61441,University of Cambridge Fitzwilliam College,61441,RINGGOLD
grid.438526.e,Virginia Tech,grid.438526.e,GRID
grid.13825.3d,Universidad Internacional De La Rioja,grid.13825.3d,GRID
16779,Universidad de Salamanca,16779,RINGGOLD
82994,Universidad del País Vasco - Campus Bizkaia,82994,RINGGOLD
grid.423650.6,Centre de Recerca Matemàtica,grid.423650.6,GRID
grid.256069.e,Franklin & Marshall College,grid.256069.e,GRID
1263,Bard College,1263,RINGGOLD
8cb89fe4,Boston University School of Medicine,8cb89fe4,sha256
194882,HITEC University,194882,RINGGOLD
https://ror.org/02m2h7991,Zhejiang Lab,https://ror.org/02m2h7991,ROR
66753,Institute of Space Technology,66753,RINGGOLD
http://dx.doi.org/10.13039/501100000837,University of Nottingham,http://dx.doi.org/10.13039/501100000837,FUNDREF
98992,Imperial College London,98992,RINGGOLD
https://ror.org/01r4q9n85,University of Macau,https://ror.org/01r4q9n85,ROR
a33a3eb8,University of Macau,a33a3eb8,sha256
https://ror.org/01bmjkv45,Friedrich Miescher Institute,https://ror.org/01bmjkv45,ROR
https://ror.org/00pjgxh97,Universitätsklinikum Tübingen,https://ror.org/00pjgxh97,ROR
grid.455094.9,Bernstein Center for Computational Neuroscience Tübingen,grid.455094.9,GRID
1024,US Army Research Laboratory,1024,RINGGOLD
12265,University of Maryland Baltimore,12265,RINGGOLD
30e3ba9f,University of  Warsaw,30e3ba9f,sha256
78fccaee,UPMC,78fccaee,sha256
ff1264aa,VIB,ff1264aa,sha256
09b5bf41,KU Leuven (University of Leuven),09b5bf41,sha256
http://dx.doi.org/10.13039/501100004040,KU Leuven,http://dx.doi.org/10.13039/501100004040,FUNDREF
506060,Exzellenzcluster CECAD in der Universität zu Köln,506060,RINGGOLD
http://dx.doi.org/10.13039/100007867,Université Laval,http://dx.doi.org/10.13039/100007867,FUNDREF
a3c77405,Allen Institute for Immunology,a3c77405,sha256
1104,University of New Mexico,1104,RINGGOLD
7374,New Mexico Institute of Mining and Technology,7374,RINGGOLD
8167288f,Exaptive,8167288f,sha256
51dea2d6,Cohen Veterans Bioscience,51dea2d6,sha256
26721,Yonsei University,26721,RINGGOLD
http://dx.doi.org/10.13039/100011661,Pacific Northwest National Laboratory,http://dx.doi.org/10.13039/100011661,FUNDREF
7058,Westminster College,7058,RINGGOLD
145256,The Kavli Foundation,145256,RINGGOLD
20327,Schepens Eye Research Institute of Massachusetts Eye and Ear,20327,RINGGOLD
1878,University of Colorado,1878,RINGGOLD
94c43e4f,University of North Carolina at Chapel Hill,94c43e4f,sha256
https://ror.org/0464eyp60,University of Massachusetts Medical School,https://ror.org/0464eyp60,ROR
https://ror.org/04h9pn542,Seoul National University,https://ror.org/04h9pn542,ROR
980f8b8e,Kinea Bio Inc.,980f8b8e,sha256
5366011a,BioDrone Therapeutics Inc.,5366011a,sha256
b8b618d5,MDimune Inc.,b8b618d5,sha256
7662c336,Grace Medical Institute,7662c336,sha256
4dffcf32,American University of the Middle East,4dffcf32,sha256
9360,Fondazione Don Carlo Gnocchi Onlus,9360,RINGGOLD
https://ror.org/0107c5v14,170011 - UNIVERSITA' DEGLI STUDI DI GENOVA,https://ror.org/0107c5v14,ROR
https://ror.org/03xjwb503,University of Paris-Saclay,https://ror.org/03xjwb503,ROR
https://ror.org/002v40q27,Institut des Neurosciences Paris-Saclay,https://ror.org/002v40q27,ROR
07c755c3,Unité de Neurosciences Information et Complexité,07c755c3,sha256
5fce2e41,Laboratoire de Neurobiologie - ESPCI,5fce2e41,sha256
grid.412041.2,University of Bordeaux,grid.412041.2,GRID
grid.416651.1,Istituto Superiore di Sanità,grid.416651.1,GRID
37509,Ege Universitesi,37509,RINGGOLD
521537,NORCE Norwegian Research Centre AS,521537,RINGGOLD
66975,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,66975,RINGGOLD
5965,New Jersey Institute of Technology,5965,RINGGOLD
12510,Jilin University,12510,RINGGOLD
14713,University of Minnesota Duluth,14713,RINGGOLD
http://dx.doi.org/10.13039/501100001782,University of Melbourne,http://dx.doi.org/10.13039/501100001782,FUNDREF
9d736e5b,Bar-Ilan University,9d736e5b,sha256
26738,Tel Aviv Sourasky Medical Center,26738,RINGGOLD
59dd145d,The Macro Center for Political Economics,59dd145d,sha256
afa07293,The Israeli Institute for Economic and Social Research,afa07293,sha256
270726,İstanbul Gelişim Üniversitesi,270726,RINGGOLD
2494e9aa,University of Konstanz,2494e9aa,sha256
