uid,orcid_id,name
0000-0002-0237-1636,0000-0002-0237-1636,Manuel Linares
0000-0002-0238-2976,0000-0002-0238-2976,Setareh Ranjbar
0000-0002-0239-8206,0000-0002-0239-8206,Daniel Martins
0000-0002-0241-5627,0000-0002-0241-5627,Dr Jyotsna Kaushal
0000-0002-0242-7505,0000-0002-0242-7505,Steven Siegelbaum
0000-0002-0246-6029,0000-0002-0246-6029,Jae-kwang Kim
0000-0002-0246-6301,0000-0002-0246-6301,Arun Narasimhan
0000-0002-0247-1362,0000-0002-0247-1362,Miles Adrian Whittington
0000-0002-0247-1362,0000-0002-0247-1362,Miles Adrian Whittington
0000-0002-0247-1362,0000-0002-0247-1362,Miles Adrian Whittington
0000-0002-0247-1362,0000-0002-0247-1362,Miles Adrian Whittington
0000-0002-0247-1362,0000-0002-0247-1362,Miles Adrian Whittington
0000-0002-0247-1362,0000-0002-0247-1362,Miles Adrian Whittington
0000-0002-0250-0354,0000-0002-0250-0354,Yuji Komaki
0000-0002-0251-9338,0000-0002-0251-9338,Simon Brumagne
0000-0002-0253-0027,0000-0002-0253-0027,David McDowell
0000-0002-0254-009X,0000-0002-0254-009X,Nicholas Rauh 
0000-0002-0254-3274,0000-0002-0254-3274,Ho Ko
0000-0002-0254-3274,0000-0002-0254-3274,Ho Ko
0000-0002-0255-722X,0000-0002-0255-722X,Christine Fontaine
0000-0002-0258-7410,0000-0002-0258-7410,Jafri Malin Abdullah
0000-0002-0260-4532,0000-0002-0260-4532,Nico Kemnitz
0000-0002-0264-8535,0000-0002-0264-8535,Josef Halda
0000-0002-0268-2880,0000-0002-0268-2880,Mark Hereld
0000-0002-0268-2880,0000-0002-0268-2880,Mark Hereld
0000-0002-0272-5254,0000-0002-0272-5254,Anne E. Carey
0000-0002-0272-7284,0000-0002-0272-7284,Yuri Dabaghian
0000-0002-0272-7284,0000-0002-0272-7284,Yuri Dabaghian
0000-0002-0273-4898,0000-0002-0273-4898,Jared Smith
0000-0002-0273-8960,0000-0002-0273-8960,Hyon Lee
0000-0002-0273-9242,0000-0002-0273-9242,Yang Yang
0000-0002-0277-1744,0000-0002-0277-1744,Benjamin Gillard
0000-0002-0280-7022,0000-0002-0280-7022,Forrest Collman
0000-0002-0280-7022,0000-0002-0280-7022,Forrest Collman
0000-0002-0280-7866,0000-0002-0280-7866,Sylvain Dolédec
0000-0002-0280-8260,0000-0002-0280-8260,David Hummels
0000-0002-0282-7832,0000-0002-0282-7832,Peer Wulff
0000-0002-0285-4937,0000-0002-0285-4937,Michael Kiefte
0000-0002-0286-8669,0000-0002-0286-8669,Kirill Zaslavsky
0000-0002-0288-9697,0000-0002-0288-9697,Reza Alidoost Dafsari
0000-0002-0289-3565,0000-0002-0289-3565,Maria Eisenmann
0000-0002-0290-5597,0000-0002-0290-5597,Chuan Huang
0000-0002-0291-1567,0000-0002-0291-1567,Steven Baldassano
0000-0002-0291-4215,0000-0002-0291-4215,Mikhail Shapiro
0000-0002-0292-5985,0000-0002-0292-5985,Fernanda Tovar Moll
0000-0002-0292-7972,0000-0002-0292-7972,Tim Beck
0000-0002-0293-1410,0000-0002-0293-1410,Alberto Salvo
0000-0002-0295-4751,0000-0002-0295-4751,Алла Филиппова
0000-0002-0298-4571,0000-0002-0298-4571,Kerstin Drossel
0000-0002-0300-3333,0000-0002-0300-3333,Ralf Gommers
0000-0002-0304-3271,0000-0002-0304-3271,Zhong-Xu Liu
0000-0002-0306-0477,0000-0002-0306-0477,Jesus Gerardo Zavala Hernández
0000-0002-0306-8970,0000-0002-0306-8970,Ranjeet Maurya
0000-0002-0309-604X,0000-0002-0309-604X,Salvador Capella-Gutierrez
0000-0002-0316-5236,0000-0002-0316-5236,Jun Suzuki
0000-0002-0317-1353,0000-0002-0317-1353,Yangfan Peng
0000-0002-0324-4997,0000-0002-0324-4997,Aarthi E
0000-0002-0325-882X,0000-0002-0325-882X,Paul Bourke
0000-0002-0325-882X,0000-0002-0325-882X,Paul Bourke
0000-0002-0325-882X,0000-0002-0325-882X,Paul Bourke
0000-0002-0325-882X,0000-0002-0325-882X,Paul Bourke
0000-0002-0326-5878,0000-0002-0326-5878,Hongkui Zeng
0000-0002-0327-5128,0000-0002-0327-5128,Christine Carmichael
0000-0002-0329-9875,0000-0002-0329-9875,Joanna Sobska
0000-0002-0330-577X,0000-0002-0330-577X,Timothy Baumgartner
0000-0002-0332-3273,0000-0002-0332-3273,Emre Neftci
0000-0002-0338-5909,0000-0002-0338-5909,Cecilia Björkdahl
0000-0002-0340-0128,0000-0002-0340-0128,Holger Dannenberg
0000-0002-0342-9051,0000-0002-0342-9051,Karen Hegarty
0000-0002-0344-8682,0000-0002-0344-8682,Tim Kroon
0000-0002-0346-0710,0000-0002-0346-0710,Julie Buser
0000-0002-0347-3052,0000-0002-0347-3052,Karsten Michael
0000-0002-0348-0834,0000-0002-0348-0834,Vanja Dukic
0000-0002-0349-4179,0000-0002-0349-4179,Marie Šmilauerová
0000-0002-0352-0488,0000-0002-0352-0488,Syahrul Ahmar Ahmad
0000-0002-0352-0648,0000-0002-0352-0648,Federico De Martino
0000-0002-0352-5801,0000-0002-0352-5801,
0000-0002-0360-8367,0000-0002-0360-8367,Court Hull
0000-0002-0365-9068,0000-0002-0365-9068,Nathaniel Urban
0000-0002-0365-9068,0000-0002-0365-9068,Nathaniel Urban
0000-0002-0365-9068,0000-0002-0365-9068,Nathaniel Urban
0000-0002-0365-9068,0000-0002-0365-9068,Nathaniel Urban
0000-0002-0365-9068,0000-0002-0365-9068,Nathaniel Urban
0000-0002-0367-9149,0000-0002-0367-9149,Luca Rosario La Rosa
0000-0002-0369-8788,0000-0002-0369-8788,Niall McAlinden
0000-0002-0370-6127,0000-0002-0370-6127,Raúl  Cruz Hidalgo
0000-0002-0371-7782,0000-0002-0371-7782,Filippo Piccinini
0000-0002-0374-0210,0000-0002-0374-0210,Elizabeth Tavares
0000-0002-0374-6161,0000-0002-0374-6161,Felipe Galleguillos
0000-0002-0377-2378,0000-0002-0377-2378,Katherine Klink
0000-0002-0380-2450,0000-0002-0380-2450,Nik Dennler
0000-0002-0381-1170,0000-0002-0381-1170,Kim Begley
0000-0002-0381-1576,0000-0002-0381-1576,jonathan mapelli
0000-0002-0381-1576,0000-0002-0381-1576,jonathan mapelli
0000-0002-0381-1576,0000-0002-0381-1576,jonathan mapelli
0000-0002-0381-1576,0000-0002-0381-1576,jonathan mapelli
0000-0002-0381-1576,0000-0002-0381-1576,jonathan mapelli
0000-0002-0381-1576,0000-0002-0381-1576,jonathan mapelli
0000-0002-0381-4910,0000-0002-0381-4910,Tao Sun
0000-0002-0392-364X,0000-0002-0392-364X,Christoph Glasner
0000-0002-0395-039X,0000-0002-0395-039X,João Pedro Gomes dos Santos
0000-0002-0397-2548,0000-0002-0397-2548,Thiago Francisco de Carvalho Oliveira
0000-0002-0397-7840,0000-0002-0397-7840,Ilya Korotetskiy
0000-0002-0398-3271,0000-0002-0398-3271,Jan Freundlich
0000-0002-0401-7286,0000-0002-0401-7286,Krishnapriya Veni Hari
0000-0002-0402-286X,0000-0002-0402-286X,Jessica Hernandez-Rodriguez
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0404-8656,0000-0002-0404-8656,Moritz Helias
0000-0002-0405-0502,0000-0002-0405-0502,Jun Yan
0000-0002-0407-6200,0000-0002-0407-6200,Olivier Simon
0000-0002-0408-0082,0000-0002-0408-0082,Jose Facelli
0000-0002-0408-2504,0000-0002-0408-2504,Meghan Darling-White
0000-0002-0415-1135,0000-0002-0415-1135,Alba Simats Oriol
0000-0002-0415-6083,0000-0002-0415-6083,Ruth Empson
0000-0002-0415-6083,0000-0002-0415-6083,Ruth Empson
0000-0002-0415-6083,0000-0002-0415-6083,Ruth Empson
0000-0002-0415-6083,0000-0002-0415-6083,Ruth Empson
0000-0002-0417-5647,0000-0002-0417-5647,Johanna Perens
0000-0002-0420-0216,0000-0002-0420-0216,Anna Litvin
0000-0002-0421-0721,0000-0002-0421-0721,Marialuisa Perrotta
0000-0002-0421-8301,0000-0002-0421-8301,Wilfred van IJcken
0000-0002-0422-3637,0000-0002-0422-3637,Kathrin Seibert
0000-0002-0422-6651,0000-0002-0422-6651,Marie-Abele Bind
0000-0002-0426-5028,0000-0002-0426-5028,Paul Pavlidis
0000-0002-0426-5028,0000-0002-0426-5028,Paul Pavlidis
0000-0002-0426-9416,0000-0002-0426-9416,Nobuyoshi Matsumoto
0000-0002-0427-0003,0000-0002-0427-0003,Nandakumar Narayanan
0000-0002-0427-547X,0000-0002-0427-547X,Pierre Mégevand
0000-0002-0427-8523,0000-0002-0427-8523,Alessandro Simi
0000-0002-0429-4849,0000-0002-0429-4849,Smiti Nanda
0000-0002-0430-3223,0000-0002-0430-3223,Aaron Ostrovsky
0000-0002-0434-4201,0000-0002-0434-4201,Yoav Livneh
0000-0002-0436-9396,0000-0002-0436-9396,Natalia Budarina
0000-0002-0440-1704,0000-0002-0440-1704,Robert Cudmore
0000-0002-0440-3005,0000-0002-0440-3005,Sandrine Aubrun
0000-0002-0441-2120,0000-0002-0441-2120,Laura Zagato
0000-0002-0441-3908,0000-0002-0441-3908,Radek Šachl
0000-0002-0449-5464,0000-0002-0449-5464,Roberta Evangelista
0000-0002-0449-6272,0000-0002-0449-6272,Steven Walczak
0000-0002-0454-4246,0000-0002-0454-4246,Simon Alford
0000-0002-0456-1185,0000-0002-0456-1185,Tiina Manninen
0000-0002-0456-1185,0000-0002-0456-1185,Tiina Manninen
0000-0002-0456-1185,0000-0002-0456-1185,Tiina Manninen
0000-0002-0456-1185,0000-0002-0456-1185,Tiina Manninen
0000-0002-0456-1185,0000-0002-0456-1185,Tiina Manninen
0000-0002-0456-1185,0000-0002-0456-1185,Tiina Manninen
0000-0002-0456-1214,0000-0002-0456-1214,Michael Daniels
0000-0002-0457-6379,0000-0002-0457-6379,Abdelrahman Rayan
0000-0002-0459-7911,0000-0002-0459-7911,Rochelle Hines
0000-0002-0459-7911,0000-0002-0459-7911,Rochelle Hines
0000-0002-0460-9927,0000-0002-0460-9927,Fabíola Kaczam
0000-0002-0465-4816,0000-0002-0465-4816,Liesel Laura van der Merwe
0000-0002-0467-0170,0000-0002-0467-0170,Cornelia Betschart
0000-0002-0467-3240,0000-0002-0467-3240,Tomáš Bárta
0000-0002-0470-8722,0000-0002-0470-8722,Man Jiang
0000-0002-0470-8722,0000-0002-0470-8722,Man Jiang
0000-0002-0471-4081,0000-0002-0471-4081,Serena Bovetti
0000-0002-0471-9317,0000-0002-0471-9317,Lucas Pinto
0000-0002-0472-6605,0000-0002-0472-6605,Volodymyr Radchuk
0000-0002-0473-148X,0000-0002-0473-148X,Viktor Vorobev
0000-0002-0475-6492,0000-0002-0475-6492,Nikolai Axmacher
0000-0002-0475-6492,0000-0002-0475-6492,Nikolai Axmacher
0000-0002-0478-6755,0000-0002-0478-6755,Paul French
0000-0002-0480-1505,0000-0002-0480-1505,Jules Brice Tchatchueng Mbougua
0000-0002-0481-2554,0000-0002-0481-2554,Torsten Paul
0000-0002-0489-4924,0000-0002-0489-4924,Diana Sanchez-Ponce
0000-0002-0489-4924,0000-0002-0489-4924,Diana Sanchez-Ponce
0000-0002-0489-6786,0000-0002-0489-6786,SAMAR GUPTA
0000-0002-0489-7455,0000-0002-0489-7455,Pang Hao Shawn Tan
0000-0002-0492-1961,0000-0002-0492-1961,Michael Lin
0000-0002-0496-7249,0000-0002-0496-7249,Seongwook Han
0000-0002-0497-9346,0000-0002-0497-9346,Yasemin Akçay
0000-0002-0499-3236,0000-0002-0499-3236,Giulia Giannini
0000-0002-0503-6139,0000-0002-0503-6139,reza ghasemi
0000-0002-0505-6316,0000-0002-0505-6316,Heather McConnell
0000-0002-0506-6290,0000-0002-0506-6290,Jennifer Underhill
0000-0002-0506-7752,0000-0002-0506-7752,Adnane Sellam
0000-0002-0510-9529,0000-0002-0510-9529,Daniela Andrea Sahlender
0000-0002-0512-2934,0000-0002-0512-2934,Tiziana Casoli
0000-0002-0517-7943,0000-0002-0517-7943,Stephen Serjeant
0000-0002-0523-926X,0000-0002-0523-926X,Andrew Reid
0000-0002-0527-4823,0000-0002-0527-4823,Kai Daumiller
0000-0002-0528-8926,0000-0002-0528-8926,Lee Norman Fletcher
0000-0002-0534-5142,0000-0002-0534-5142,fernando alvarez
0000-0002-0539-7671,0000-0002-0539-7671,Mathilde Bonnefond
0000-0002-0545-9019,0000-0002-0545-9019,Young-Sang Yu
0000-0002-0547-0453,0000-0002-0547-0453,Tobias Straub
0000-0002-0547-8842,0000-0002-0547-8842,Alexander Rodriguez
0000-0002-0548-5145,0000-0002-0548-5145,Serge Picaud
0000-0002-0548-6586,0000-0002-0548-6586,Mark Plotnikov
0000-0002-0549-6346,0000-0002-0549-6346,Yoshihiko Yamazaki
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-0739,0000-0002-0550-0739,Jeanette Kotaleski
0000-0002-0550-1627,0000-0002-0550-1627,Luca Colombo
0000-0002-0551-9587,0000-0002-0551-9587,Beate Brem
0000-0002-0554-7510,0000-0002-0554-7510,Diego Ghezzi
0000-0002-0557-5677,0000-0002-0557-5677,Mark Mueller
0000-0002-0565-7146,0000-0002-0565-7146,Annette Fox
0000-0002-0565-7680,0000-0002-0565-7680,ELEONORA NUCERA
0000-0002-0569-991X,0000-0002-0569-991X,Mika Pihlajamäki
0000-0002-0575-0383,0000-0002-0575-0383,Stéphane Victor
0000-0002-0576-6166,0000-0002-0576-6166,Marco Peviani
0000-0002-0576-7476,0000-0002-0576-7476,David Vandersteen
0000-0002-0577-5193,0000-0002-0577-5193,stefano francione
0000-0002-0579-1628,0000-0002-0579-1628,Anna Klene
0000-0002-0580-9875,0000-0002-0580-9875,Barbara Bendlin
0000-0002-0581-2003,0000-0002-0581-2003,Jakko van Ingen
0000-0002-0581-851X,0000-0002-0581-851X,Beatriz Rico
0000-0002-0581-851X,0000-0002-0581-851X,Beatriz Rico
0000-0002-0582-6114,0000-0002-0582-6114,Madeleine Carreau
0000-0002-0582-6958,0000-0002-0582-6958,Earl Miller
0000-0002-0583-1335,0000-0002-0583-1335,Zhaoyang Li
0000-0002-0585-6575,0000-0002-0585-6575,Gregory Potter
0000-0002-0587-9355,0000-0002-0587-9355,Gregory Jefferis
0000-0002-0588-7478,0000-0002-0588-7478,Guy Shpak
0000-0002-0588-957X,0000-0002-0588-957X,
0000-0002-0593-4449,0000-0002-0593-4449,seemin Rubab
0000-0002-0602-6485,0000-0002-0602-6485,Jonathan Rivnay
0000-0002-0602-6485,0000-0002-0602-6485,Jonathan Rivnay
0000-0002-0607-1059,0000-0002-0607-1059,Prayag Murawala
0000-0002-0608-5151,0000-0002-0608-5151,Jonathan Fadok
0000-0002-0610-0497,0000-0002-0610-0497,Katsuya Ozawa
0000-0002-0612-9126,0000-0002-0612-9126,Lorenzo Milani
0000-0002-0614-3905,0000-0002-0614-3905,Vivian Sisskin
0000-0002-0615-4428,0000-0002-0615-4428,Paloma Recio
0000-0002-0616-6074,0000-0002-0616-6074,Lingyun Li
0000-0002-0617-0137,0000-0002-0617-0137,prateek sharma
0000-0002-0618-1442,0000-0002-0618-1442,zongxian zhang
0000-0002-0621-2907,0000-0002-0621-2907,Christopher Nolan
0000-0002-0625-172X,0000-0002-0625-172X,Jonathan Fritz
0000-0002-0626-5048,0000-0002-0626-5048,Niceto Rafael Luque Sola
0000-0002-0626-5048,0000-0002-0626-5048,Niceto Rafael Luque Sola
0000-0002-0630-4342,0000-0002-0630-4342,Kozue Saito
0000-0002-0632-4538,0000-0002-0632-4538,Elizabeth Lucas
0000-0002-0632-7296,0000-0002-0632-7296,Laura Tassi
0000-0002-0636-189X,0000-0002-0636-189X,D Wayne Coats
0000-0002-0637-4527,0000-0002-0637-4527,José Rino
0000-0002-0640-8467,0000-0002-0640-8467,Xiaohan Ma
0000-0002-0640-9531,0000-0002-0640-9531,Fraser Macdonald
0000-0002-0641-6213,0000-0002-0641-6213,Nusrat Molla
0000-0002-0642-9452,0000-0002-0642-9452,Savas Konur
0000-0002-0643-8404,0000-0002-0643-8404,Gen-ichi  Tasaka
0000-0002-0643-8404,0000-0002-0643-8404,Gen-ichi  Tasaka
0000-0002-0643-8404,0000-0002-0643-8404,Gen-ichi  Tasaka
0000-0002-0647-5475,0000-0002-0647-5475,Tatsuaki Matsubara
0000-0002-0647-5475,0000-0002-0647-5475,Tatsuaki Matsubara
0000-0002-0647-8270,0000-0002-0647-8270,Sidra Abid Syed
0000-0002-0648-5921,0000-0002-0648-5921,Abraham Vázquez-Guardado
0000-0002-0648-7468,0000-0002-0648-7468,Michael Forrest
0000-0002-0651-0699,0000-0002-0651-0699,SMRUTI RANJAN PRADHAN
0000-0002-0653-3751,0000-0002-0653-3751,Angel Barco
0000-0002-0653-480X,0000-0002-0653-480X,bertrand lambolez
0000-0002-0653-480X,0000-0002-0653-480X,bertrand lambolez
0000-0002-0654-387X,0000-0002-0654-387X,Martin Dichgans
0000-0002-0654-563X,0000-0002-0654-563X,Tamás Zombori
0000-0002-0655-8289,0000-0002-0655-8289,Manuel Alvarez-Dolado
0000-0002-0657-7375,0000-0002-0657-7375,VICENTE GONZALEZ-ROMA
0000-0002-0658-8760,0000-0002-0658-8760,Jiaying Guo
0000-0002-0659-3228,0000-0002-0659-3228,Volker Scheuss
0000-0002-0659-3228,0000-0002-0659-3228,Volker Scheuss
0000-0002-0662-9729,0000-0002-0662-9729,Iris Köhler
0000-0002-0663-7825,0000-0002-0663-7825,Dr. Nils Ecker
0000-0002-0664-0397,0000-0002-0664-0397,Ana Simon 
0000-0002-0666-935X,0000-0002-0666-935X,Ana Guadaño-Ferraz
0000-0002-0668-2853,0000-0002-0668-2853,Benjamin Newman
0000-0002-0669-1266,0000-0002-0669-1266,Roger Newport
0000-0002-0671-9644,0000-0002-0671-9644,Bettina Nowotny
0000-0002-0675-3201,0000-0002-0675-3201,Jennifer Li
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0675-3981,0000-0002-0675-3981,francesco saverio pavone
0000-0002-0689-5656,0000-0002-0689-5656,Jonathan Rowles
0000-0002-0689-6747,0000-0002-0689-6747,Brahim Chaourar
0000-0002-0690-6941,0000-0002-0690-6941,Kelly Garner
0000-0002-0692-500X,0000-0002-0692-500X,April Contreras
0000-0002-0694-2459,0000-0002-0694-2459,Leonid Gurvits
0000-0002-0695-6025,0000-0002-0695-6025,Andreas Horn
0000-0002-0698-5678,0000-0002-0698-5678,Maximilian Dougherty
0000-0002-0699-5825,0000-0002-0699-5825,Adam Gosztolai
0000-0002-0700-3349,0000-0002-0700-3349,Huda Zoghbi
0000-0002-0700-7745,0000-0002-0700-7745,Katharine Aveni
0000-0002-0704-3148,0000-0002-0704-3148,Hana Uhlirova
0000-0002-0705-5325,0000-0002-0705-5325,Benjamin Dering
0000-0002-0706-2867,0000-0002-0706-2867,Takeru Nakazato
0000-0002-0708-6914,0000-0002-0708-6914,Ferhat Ay
0000-0002-0709-5976,0000-0002-0709-5976,Negah Rahmati
0000-0002-0709-9598,0000-0002-0709-9598,Ina Köhler
0000-0002-0709-9598,0000-0002-0709-9598,Ina Köhler
0000-0002-0709-9598,0000-0002-0709-9598,Ina Köhler
0000-0002-0711-3695,0000-0002-0711-3695,Sylvie Lorthois
0000-0002-0713-0903,0000-0002-0713-0903,Yeshwanth Bethi
0000-0002-0719-8000,0000-0002-0719-8000,Gilberto Fisone
0000-0002-0719-8916,0000-0002-0719-8916,Christian Félix
0000-0002-0720-0932,0000-0002-0720-0932,Alan Stokes
0000-0002-0720-8897,0000-0002-0720-8897,John Flannery
0000-0002-0721-4744,0000-0002-0721-4744,Rawan Alsubaie
0000-0002-0724-3596,0000-0002-0724-3596,Diana Rotaru
0000-0002-0724-3596,0000-0002-0724-3596,Diana Rotaru
0000-0002-0724-3596,0000-0002-0724-3596,Diana Rotaru
0000-0002-0725-5159,0000-0002-0725-5159,Christina Bates
0000-0002-0725-7787,0000-0002-0725-7787,Gianna Tabaro
0000-0002-0732-2972,0000-0002-0732-2972,Michael Fauth
0000-0002-0733-3591,0000-0002-0733-3591,Polyxeni Philippidou
0000-0002-0735-2709,0000-0002-0735-2709,Igor Franović
0000-0002-0735-2709,0000-0002-0735-2709,Igor Franović
0000-0002-0739-6947,0000-0002-0739-6947,Limor Freifeld
0000-0002-0740-2104,0000-0002-0740-2104,Hirokazu Ito
0000-0002-0741-9424,0000-0002-0741-9424,Shiladitya Mitra
0000-0002-0743-0869,0000-0002-0743-0869,Patricia Figueiredo
0000-0002-0744-7919,0000-0002-0744-7919,Saeed Nezamivand Chegini
0000-0002-0745-5089,0000-0002-0745-5089,Christopher Honey
0000-0002-0745-596X,0000-0002-0745-596X,Shadi Akiki
0000-0002-0749-7473,0000-0002-0749-7473,Igor Nenadić
0000-0002-0750-3407,0000-0002-0750-3407,Julio Ivan Chapeton
0000-0002-0750-3407,0000-0002-0750-3407,Julio Ivan Chapeton
0000-0002-0750-3407,0000-0002-0750-3407,Julio Ivan Chapeton
0000-0002-0751-3082,0000-0002-0751-3082,Gaia Faustini
0000-0002-0752-3301,0000-0002-0752-3301,Piergiorgio Casella
0000-0002-0753-4561,0000-0002-0753-4561,Fokion Spanos
0000-0002-0761-0288,0000-0002-0761-0288,Gil Drachuck
0000-0002-0766-186X,0000-0002-0766-186X,John Taylor
0000-0002-0768-3778,0000-0002-0768-3778,Wes Overton
0000-0002-0768-6549,0000-0002-0768-6549,Rajeev Singh
0000-0002-0772-3653,0000-0002-0772-3653,Dipesh Tamrakar
0000-0002-0777-1997,0000-0002-0777-1997,Andrew Briggs
0000-0002-0778-9855,0000-0002-0778-9855,Keivan Moradi
0000-0002-0778-9855,0000-0002-0778-9855,Keivan Moradi
0000-0002-0779-6545,0000-0002-0779-6545,Francina Fonseca
0000-0002-0781-1442,0000-0002-0781-1442,Robert Zakrzewski
0000-0002-0784-4113,0000-0002-0784-4113,Tatsuya Kushida
0000-0002-0784-8640,0000-0002-0784-8640,Andrew Monkman
0000-0002-0788-1037,0000-0002-0788-1037,José de Souza Oliveira Filho
0000-0002-0788-2400,0000-0002-0788-2400,Martin Lemos
0000-0002-0788-3382,0000-0002-0788-3382,Xiaoming Sun
0000-0002-0791-357X,0000-0002-0791-357X,Peter Manza
0000-0002-0792-3460,0000-0002-0792-3460,Arnaud Malvache
0000-0002-0792-3460,0000-0002-0792-3460,Arnaud Malvache
0000-0002-0795-0696,0000-0002-0795-0696,Jiwon Yoon
0000-0002-0795-2931,0000-0002-0795-2931,Muammer Yasin HACISALIHOGLU
0000-0002-0799-0460,0000-0002-0799-0460,Karen Zito
0000-0002-0799-6037,0000-0002-0799-6037,Eugene Yeo
0000-0002-0801-1543,0000-0002-0801-1543,Bornali Bhattacharjee
0000-0002-0803-4817,0000-0002-0803-4817,Cecilia Arighi
0000-0002-0803-4817,0000-0002-0803-4817,Cecilia Arighi
0000-0002-0803-4817,0000-0002-0803-4817,Cecilia Arighi
0000-0002-0805-2775,0000-0002-0805-2775,Graham Galloway
0000-0002-0805-827X,0000-0002-0805-827X,Vivek Mahadevan
0000-0002-0805-827X,0000-0002-0805-827X,Vivek Mahadevan
0000-0002-0807-9652,0000-0002-0807-9652,Kefei Liu
0000-0002-0808-1058,0000-0002-0808-1058,Antonio Pereira Jr
0000-0002-0810-8812,0000-0002-0810-8812,Gianluigi Rozza
0000-0002-0812-0352,0000-0002-0812-0352,Matthew Walker
0000-0002-0812-0352,0000-0002-0812-0352,Matthew Walker
0000-0002-0812-0352,0000-0002-0812-0352,Matthew Walker
0000-0002-0812-0352,0000-0002-0812-0352,Matthew Walker
0000-0002-0812-3318,0000-0002-0812-3318,Herman Tung
0000-0002-0812-3318,0000-0002-0812-3318,Herman Tung
0000-0002-0816-6844,0000-0002-0816-6844,Hayley Belli
0000-0002-0817-1862,0000-0002-0817-1862,LAURA CIAPPONI
0000-0002-0827-0190,0000-0002-0827-0190,Liat Ben-Sira
0000-0002-0829-4790,0000-0002-0829-4790,Cody Baker
0000-0002-0829-4993,0000-0002-0829-4993,Kjeld Schmiegelow
0000-0002-0831-8326,0000-0002-0831-8326,Stuart G Cull-Candy
0000-0002-0838-4155,0000-0002-0838-4155,Violette Thermes
0000-0002-0840-1437,0000-0002-0840-1437,Shane Liddelow
0000-0002-0842-3054,0000-0002-0842-3054,Kian Shahi
0000-0002-0844-6619,0000-0002-0844-6619,Jorge Torres Quiñones
0000-0002-0845-1370,0000-0002-0845-1370,Rui Gao
0000-0002-0845-9444,0000-0002-0845-9444,Vance Trudeau
0000-0002-0846-0584,0000-0002-0846-0584,Xin-Jun Zhang
0000-0002-0846-0584,0000-0002-0846-0584,Xin-Jun Zhang
0000-0002-0846-0584,0000-0002-0846-0584,Xin-Jun Zhang
0000-0002-0849-9040,0000-0002-0849-9040,Annie FRELET-BARRAND
0000-0002-0854-2942,0000-0002-0854-2942,Eugenii Shustin
0000-0002-0856-4666,0000-0002-0856-4666,Milagros Marín
0000-0002-0856-4666,0000-0002-0856-4666,Milagros Marín
0000-0002-0857-029X,0000-0002-0857-029X,Angelo Forli
0000-0002-0857-029X,0000-0002-0857-029X,Angelo Forli
0000-0002-0857-029X,0000-0002-0857-029X,Angelo Forli
0000-0002-0857-256X,0000-0002-0857-256X,Sanna Pohlmann-Rother
0000-0002-0857-6931,0000-0002-0857-6931,Frederick Harris
0000-0002-0859-4582,0000-0002-0859-4582,Kengo Inada
0000-0002-0859-876X,0000-0002-0859-876X,Kaspar Vogt
0000-0002-0860-6686,0000-0002-0860-6686,Amit Majumdar
0000-0002-0863-1179,0000-0002-0863-1179,Sukanya Chakraborty
0000-0002-0867-8436,0000-0002-0867-8436,Sumedha Bhosale
0000-0002-0867-8989,0000-0002-0867-8989,Hiba Othman
0000-0002-0871-6076,0000-0002-0871-6076,Heike Stein
0000-0002-0875-7759,0000-0002-0875-7759,Brett Schofield
